"Year","Name","Activity","Allocation","Value"
2016,"Great Lake Tomatoes Limited","Fresh tomatoes",2217,32434.71
2016,"J.S. Ewers Limited","Fresh tomatoes",2836,41490.68
2016,"Jai Shankar Growers Limited","Fresh tomatoes",195,2852.85
2016,"Joanne Elizabeth Gould Ivicevich, Antone James Ivicevich","Fresh tomatoes",134,1960.42
2016,"Karamea Tomatoes Limited","Fresh tomatoes",314,4593.82
2016,"Kingbridge Limited","Fresh tomatoes",40,585.2
2016,"Nortonta Limited","Fresh tomatoes",456,6671.28
2016,"P H Kinzett Limited","Fresh tomatoes",758,11089.54
2016,"P J & M J Fausett Partnership","Fresh tomatoes",91,1331.33
2016,"Parkgard Growers 2000 Limited","Fresh tomatoes",51,746.13
2016,"Pomoana Gardens Limited","Fresh tomatoes",131,1916.53
2016,"Reupena Kovati & Eseta Kovati","Fresh tomatoes",24,351.12
2016,"Status Produce Limited","Fresh tomatoes",7437,108803.31
2016,"Tiny Toms Limited","Fresh tomatoes",62,907.06
2016,"Under Glass (Bombay) Limited","Fresh tomatoes",2944,43070.72
2016,"Under Glass (Karaka) Limited","Fresh tomatoes",4165,60933.95
2016,"Vege Fresh Growers Limited","Fresh tomatoes",320,4681.6
2016,"GELITA NZ Limited","Gelatine",2917,42675.71
2016,"ACI Operations NZ Limited","Glass containers",31698,463741.74
2016,"Evonik Peroxide Limited","Hydrogen peroxide",11686,170966.18
2016,"New Zealand Steel Development Limited","Iron and steel from iron sand",1048116,15333937.08
2016,"Pacific Steel (NZ) Limited","Iron and steel from iron sand",11816,172868.08
2016,"Fonterra Limited","Lactose",29650,433779.5
2016,"Oji Fibre Solutions (NZ) Limited","Market pulp",144120,2108475.6
2016,"Pan Pac Forest Products Limited","Market pulp",127785,1869494.55
2016,"Winstone Pulp International Limited","Market pulp",93734,1371328.42
2016,"Methanex New Zealand Limited","Methanol",770033,11265582.79
2016,"Norske Skog Tasman Limited","Newsprint",127279,1862091.77
2016,"Oji Fibre Solutions (NZ) Limited","Packaging and industrial paper",138843,2031273.09
2016,"AFFCO New Zealand Limited","Protein meal",6721,98328.23
2016,"Alliance Group Limited","Protein meal",6022,88101.86
2016,"Blue Sky Meats (N.Z.) Limited","Protein meal",461,6744.43
2016,"CMP Canterbury Limited","Protein meal",3482,50941.66
2016,"Farm Brands Limited","Protein meal",4643,67927.09
2016,"Graeme Lowe Protein Limited","Protein meal",149,2179.87
2016,"Hawkes Bay Protein Limited","Protein meal",3015,44109.45
2016,"Kakariki Proteins Limited","Protein meal",831,12157.53
2016,"Keep It Clean Limited","Protein meal",2017,29508.71
2016,"Prime Range Meats Limited","Protein meal",248,3628.24
2016,"PVL Proteins Limited","Protein meal",2437,35653.31
2016,"Taranaki By-Products Limited","Protein meal",9732,142379.16
2016,"Taylor Preston Limited","Protein meal",1101,16107.63
2016,"Tegel Foods Limited","Protein meal",975,14264.25
2016,"Tuakau Proteins Limited","Protein meal",6419,93909.97
2016,"Value Proteins Limited","Protein meal",828,12113.64
2016,"Wallace Corporation Limited","Protein meal",9189,134435.07
2016,"Daiken New Zealand Limited","Reconstituted wood panels",10168,148757.84
2016,"Dongwha New Zealand Limited","Reconstituted wood panels",9451,138268.13
2016,"Fletcher Building Products Limited","Reconstituted wood panels",1939,28367.57
2016,"Juken New Zealand Limited","Reconstituted wood panels",3793,55491.59
2016,"Nelson Pine Industries Limited","Reconstituted wood panels",16054,234870.02
2016,"Asaleo Care New Zealand Limited","Tissue paper",16102,235572.26
2016,"Fonterra Limited","Whey powder",2491,36443.33
2017,"New Zealand Aluminium Smelters Limited","Aluminium Smelting",1038914,17619981.44
2017,"Graymont (NZ) Limited","Burnt Lime",146759,2489032.64
2017,"Websters Hydrated Lime Company Limited","Burnt Lime",5297,89837.12
2017,"Ballance Agri-Nutrients (Kapuni) Limited","Carbamide (urea)",249061,4224074.56
2017,"Whakatane Mill Limited","Cartonboard",113957,1932710.72
2017,"Oji Fibre Solutions (NZ) Limited","Caustic soda",12090,205046.4
2017,"Fletcher Concrete and Infrastructure Limited","Cementitious products",495683,8406783.68
2017,"Moffatts Flower Company Limited","Cut Roses",963,16332.48
2017,"Paul Gregory Whitehead, John Hamilton Charles Falloon","Cut Roses",60,1017.6
2017,"Royal Roses Limited","Cut Roses",48,814.08
2017,"Shipherd Nurseries Limited","Cut Roses",1472,24965.12
2017,"Van Berlo Limited","Cut Roses",191,3239.36
2017,"Van Lier Nurseries Limited","Cut Roses",944,16010.24
2017,"Anchor Ethanol Ltd","Ethanol",6981,118397.76
2017,"Appleby Fresh Limited","Fresh Capsicums",19,322.24
2017,"Gourmet Mokai Limited","Fresh Capsicums",2321,39364.16
2017,"Gourmet Paprika Limited","Fresh Capsicums",4208,71367.68
2017,"Gourmet Waiuku Limited","Fresh Capsicums",1939,32885.44
2017,"Homestead Produce Limited","Fresh Capsicums",617,10464.32
2017,"J.S. Ewers Limited","Fresh Capsicums",844,14314.24
2017,"Poppas Peppers 2009 Limited","Fresh Capsicums",278,4714.88
2017,"Sinai Hort Limited","Fresh Capsicums",466,7903.36
2017,"Southern Paprika Limited","Fresh Capsicums",8370,141955.2
2017,"Taaza Green Limited","Fresh Capsicums",239,4053.44
2017,"Whakatane Growers Limited","Fresh Capsicums",1075,18232
2017,"Exception Limited","Fresh Cucumbers",6224,105559.04
2017,"Jai Shankar Growers Limited","Fresh Cucumbers",414,7021.44
2017,"Karaka Park Produce Limited","Fresh Cucumbers",879,14907.84
2017,"Parkgard Growers 2000 Limited","Fresh Cucumbers",90,1526.4
2017,"R K & M D Sharma","Fresh Cucumbers",1066,18079.36
2017,"Sharma Produce Limited","Fresh Cucumbers",1911,32410.56
2017,"Under Glass (Bombay) Limited","Fresh Cucumbers",1963,33292.48
2017,"Castle Rock Orchard Limited","Fresh Tomatoes",466,7903.36
2017,"F and B Abma","Fresh Tomatoes",203,3442.88
2017,"Gourmet Mokai Limited","Fresh Tomatoes",2823,47878.08
2017,"J.S. Ewers Limited","Fresh Tomatoes",3828,64922.88
2017,"Jai Shankar Growers Limited","Fresh Tomatoes",203,3442.88
2017,"Joanne Elizabeth Gould Ivicevich, Antone James Ivicevich","Fresh Tomatoes",195,3307.2
2017,"Karamea Tomatoes Limited","Fresh Tomatoes",464,7869.44
2017,"Kingbridge Limited","Fresh Tomatoes",57,966.72
2017,"New Zealand Fresh Floria Limited","Fresh Tomatoes",37,627.52
2017,"Nortonta Limited","Fresh Tomatoes",293,4969.28
2017,"P H Kinzett Limited","Fresh Tomatoes",1101,18672.96
2017,"P J & M J Fausett Partnership","Fresh Tomatoes",115,1950.4
2017,"Parkgard Growers 2000 Limited","Fresh Tomatoes",63,1068.48
2017,"Pomoana Gardens Limited","Fresh Tomatoes",158,2679.68
2017,"Reupena Kovati & Eseta Kovati","Fresh Tomatoes",49,831.04
2017,"Status Produce Limited","Fresh Tomatoes",12703,215442.88
2017,"Tiny Toms Limited","Fresh Tomatoes",83,1407.68
2017,"Under Glass (Bombay) Limited","Fresh Tomatoes",2861,48522.56
2017,"Under Glass (Karaka) Limited","Fresh Tomatoes",5698,96638.08
2017,"Vege Fresh Growers Limited","Fresh Tomatoes",559,9480.64
2017,"GELITA NZ Limited","Gelatine",3990,67670.4
2017,"ACI Operations NZ Limited","Glass Containers",47112,799019.52
2017,"Evonik Peroxide Limited","Hydrogen Peroxide",15204,257859.84
2017,"New Zealand Steel Development Limited","Iron and Steel from Iron   Sand",1432496,24295132.16
2017,"Pacific Steel (NZ) Limited","Iron and Steel from Iron   Sand",18757,318118.72
2017,"Fonterra Limited","Lactose",39574,671175.04
2017,"Ojj Fibre Solutions (NZ) Limited","Market Pulp",198546,3367340.16
2017,"Pan Pac Forest Products Limited","Market Pulp",173440,2941542.4
2017,"Winstone Pulp International Limited","Market Pulp",122701,2081008.96
2017,"Methanex New Zealand Limited","Methanol",918041,15569975.36
2017,"Norske Skog Tasman Limited","Newsprint",161133,2732815.68
2017,"Oji Fibre Solutions (NZ) Limited","Packaging and industrial   paper",182091,3088263.36
2017,"Affco New Zealand Limited","Protein Meal",8035,136273.6
2017,"Alliance Group Limited","Protein Meal",8075,136952
2017,"Blue Sky Meats (N.Z.) Limited","Protein Meal",544,9226.24
2017,"CMP Canterbury Limited","Protein Meal",3873,65686.08
2017,"Farm Brands Limited","Protein Meal",3956,67093.76
2017,"Graeme Lowe Proteins Limited","Protein Meal",180,3052.8
2017,"Hawkes Bay Protein Limited","Protein Meal",4320,73267.2
2017,"Kakariki Proteins Limited","Protein Meal",1131,19181.76
2017,"Keep it Clean Limited","Protein Meal",1524,25847.04
2017,"Prime Range Meats Limited","Protein Meal",425,7208
2017,"PVL Proteins Limited","Protein Meal",3129,53067.84
2017,"Taranaki By-Products Limited","Protein Meal",12140,205894.4
2017,"Taylor Preston Limited","Protein Meal",1139,19317.44
2017,"Tegel Foods Limited","Protein Meal",1234,20928.64
2017,"Tuakau Proteins Limited","Protein Meal",8965,152046.4
2017,"Value Proteins Limited","Protein Meal",1236,20962.56
2017,"Wallace Corporation Limited","Protein Meal",11767,199568.32
2017,"Wallace Group Limited Partnership","Protein Meal",1749,29663.04
2017,"Daiken New Zealand Limited","Reconstituted Wood Panels",13623,231046.08
2017,"Dongwha New Zealand Limited","Reconstituted Wood Panels",13021,220836.16
2017,"Fletcher Building Products Limited","Reconstituted Wood Panels",2713,46012.48
2017,"Juken New Zealand Limited","Reconstituted Wood Panels",4835,82001.6
2017,"Nelson Pine Industries Limited","Reconstituted Wood Panels",21351,362112.96
2017,"Asaleo Care New Zealand Limited","Tissue Paper",22986,389842.56
2017,"Fonterra Limited","Whey Powder",4077,69145.92
2018,"New Zealand Aluminium Smelters Limited","Aluminium smelting",1324556,28186551.68
2018,"Graymont (NZ) Limited","Burnt lime",144405,3072938.4
2018,"Websters Hydrated Lime Company Limited","Burnt lime",5999,127658.72
2018,"Ballance Agri-Nutrients (Kapuni) Limited","Carbamide (urea)",325594,6928640.32
2018,"Whakatane Mill Limited","Cartonboard",139690,2972603.2
2018,"Oji Fibre Solutions (NZ) Limited","Caustic soda",15253,324583.84
2018,"Fletcher Concrete and Infrastructure Limited","Cementitious products",584032,12428200.96
2018,"John Hamilton Charles Falloon, Paul Gregory Whitehead","Cut roses",79,1681.12
2018,"Moffatts Flower Company Limited","Cut roses",1182,25152.96
2018,"Royal Roses Limited","Cut roses",66,1404.48
2018,"Shipherd Nurseries Limited","Cut roses",1900,40432
2018,"Van Lier Nurseries Ltd","Cut roses",1123,23897.44
2018,"Anchor Ethanol Limited","Ethanol",10784,229483.52
2018,"Gourmet Mokai Limited","Fresh capsicums",2571,54710.88
2018,"Gourmet Paprika Limited","Fresh capsicums",4837,102931.36
2018,"Gourmet Waiuku Limited","Fresh capsicums",2190,46603.2
2018,"Harbour Head Growers Ltd","Fresh capsicums",261,5554.08
2018,"Homestead Produce Ltd","Fresh capsicums",881,18747.68
2018,"J.S.Ewers Ltd","Fresh capsicums",1058,22514.24
2018,"Poppas Peppers 2009 Limited","Fresh capsicums",351,7469.28
2018,"Sinai Hort Limited","Fresh capsicums",604,12853.12
2018,"Southern Paprika Limited","Fresh capsicums",10406,221439.68
2018,"Taaza Green Limited","Fresh capsicums",337,7171.36
2018,"Whakatane Growers Limited","Fresh capsicums",1393,29643.04
2018,"Exception Limited","Fresh cucumbers",11618,247231.04
2018,"Island Horticulture Limited","Fresh cucumbers",1717,36537.76
2018,"J.S. Mahey Limited","Fresh cucumbers",599,12746.72
2018,"Jai Shankar Growers Limited","Fresh cucumbers",603,12831.84
2018,"Karaka Park Produce Limited","Fresh cucumbers",1169,24876.32
2018,"Meenakshi Devi Sharma, Raj Kumar Sharma","Fresh cucumbers",1080,22982.4
2018,"Parkgard Growers 2000 Limited","Fresh cucumbers",161,3426.08
2018,"Sharma Produce Limited","Fresh cucumbers",2677,56966.56
2018,"Under Glass (Bombay) Ltd","Fresh cucumbers",2519,53604.32
2018,"Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich","Fresh tomatoes",210,4468.8
2018,"Castle Rock Orchard Ltd","Fresh tomatoes",564,12001.92
2018,"Eseta Kovati, Reupena Kovati","Fresh tomatoes",37,787.36
2018,"Gourmet Mokai Limited","Fresh tomatoes",4435,94376.8
2018,"J.S.Ewers Ltd","Fresh tomatoes",4795,102037.6
2018,"Jai Shankar Growers Limited","Fresh tomatoes",325,6916
2018,"Karamea Tomatoes Limited","Fresh tomatoes",526,11193.28
2018,"Kingbridge Ltd","Fresh tomatoes",61,1298.08
2018,"Mary Jane Fausett, Peter James Fausett","Fresh tomatoes",143,3043.04
2018,"P H Kinzett Ltd","Fresh tomatoes",1344,28600.32
2018,"Parkgard Growers 2000 Limited","Fresh tomatoes",61,1298.08
2018,"Pomoana Gardens Limited","Fresh tomatoes",100,2128
2018,"Status Produce Limited","Fresh tomatoes",15496,329754.88
2018,"Ting-Yuan Robert Wu","Fresh tomatoes",239,5085.92
2018,"Under Glass (Bombay) Ltd","Fresh tomatoes",3675,78204
2018,"Under Glass (Karaka) Limited","Fresh tomatoes",7574,161174.72
2018,"Vege Fresh Growers Limited","Fresh tomatoes",1075,22876
2018,"GELITA NZ Ltd","Gelatine",29,617.12
2018,"ACI OPERATIONS NZ LIMITED","Glass containers",59945,1275629.6
2018,"EVONIK PEROXIDE LIMITED","Hydrogen peroxide",18443,392467.04
2018,"New Zealand Steel Development Limited","Iron and steel manufacturing from ir",1782366,37928748.48
2018,"Pacific Steel (NZ) Limited","Iron and steel manufacturing from ir",19550,416024
2018,"Fonterra Limited","Lactose",44739,952045.92
2018,"Oji Fibre Solutions (NZ) Limited","Market pulp",247315,5262863.2
2018,"Pan Pac Forest Products Limited","Market pulp",210652,4482674.56
2018,"Winstone Pulp International Limited","Market pulp",151546,3224898.88
2018,"Methanex New Zealand Ltd","Methanol",945210,20114068.8
2018,"Norske Skog Tasman Ltd","Newsprint",200556,4267831.68
2018,"Oji Fibre Solutions (NZ) Limited","Packaging and industrial paper",221754,4718925.12
2018,"Affco New Zealand Limited","Protein meal",9465,201415.2
2018,"Alliance Group Limited","Protein meal",10012,213055.36
2018,"CMP Canterbury Limited","Protein meal",5470,116401.6
2018,"Graeme Lowe Protein Limited","Protein meal",198,4213.44
2018,"Hawkes Bay Protein Limited","Protein meal",5740,122147.2
2018,"Kakariki Proteins Limited","Protein meal",2037,43347.36
2018,"Prime Range Meats Limited","Protein meal",928,19747.84
2018,"PVL Proteins Limited","Protein meal",3632,77288.96
2018,"Taranaki By-Products Ltd","Protein meal",14197,302112.16
2018,"Taylor Preston Limited","Protein meal",1104,23493.12
2018,"Tegel Foods Limited","Protein meal",1632,34728.96
2018,"Tuakau Proteins Ltd","Protein meal",11393,242443.04
2018,"Value Proteins Ltd","Protein meal",1581,33643.68
2018,"Wallace Corporation Limited","Protein meal",0,0
2018,"Wallace Group Limited Partnership","Protein meal",26539,564749.92
2018,"Daiken New Zealand Limited","Reconstituted wood panels",17770,378145.6
2018,"Dongwha New Zealand Limited","Reconstituted wood panels",16854,358653.12
2018,"Fletcher Building Products Limited","Reconstituted wood panels",3344,71160.32
2018,"Juken New Zealand Ltd","Reconstituted wood panels",5304,112869.12
2018,"Nelson Pine Industries Limited","Reconstituted wood panels",26569,565388.32
2018,"Asaleo Care New Zealand Limited","Tissue paper",29419,626036.32
2018,"Fonterra Limited","Whey powder",5925,126084
